protein	acc	hit	species	domain	phylum	category	length	score	align_length	num_prots	prot_ids	protein_locs
ACP38655.1	GCA_000022405.1_ASM2240v1	Sulfolobus islandicus M.14.25	Archaea	TACK group	COG0085	PRIMARY	1131	1073.2	1051	1	ACP38655.1	594.5
AGM24485.1	GCA_000400875.1_ASM40087v1	Fusobacterium nucleatum subsp. animalis 4_8	Bacteria	Fusobacteria	COG0085	PRIMARY	1184	1984.8	1069	1	AGM24485.1	601.5
OIN99462.1	GCA_001871115.1_ASM187111v1	Elusimicrobia bacterium CG1_02_56_21	Bacteria	Elusimicrobia	COG0085	PRIMARY	939	1274.9	798	1	OIN99462.1	468.0
LIUL01000074.1_2	GCA_001462315.1_ASM146231v1	Fibrobacteria bacterium AD111	Bacteria	FCB group	COG0085	PRIMARY	1422	1862.0	1038	1	LIUL01000074.1_2	586.0
CEMP01000001.1_2743	GCA_900003565.1_ASM90000356v1	Halobacterium hubeiense	Archaea	Euryarchaeota	COG0085	SECO	521	298.0	436	1	1	1
CEMP01000001.1_2742	GCA_900003565.1_ASM90000356v1	Halobacterium hubeiense	Archaea	Euryarchaeota	COG0085	MAIN	609	663.5	1040	2	CEMP01000001.1_2743;CEMP01000001.1_2742	297.0;817.0
AJF63057.1	GCA_000830315.1_ASM83031v1	archaeon GW2011_AR20	Archaea	unclassified Archaea	COG0085	SECO	493	254.0	445	1	1	1
AJF63056.1	GCA_000830315.1_ASM83031v1	archaeon GW2011_AR20	Archaea	unclassified Archaea	COG0085	MAIN	600	580.1	1042	2	AJF63057.1;AJF63056.1	298.5;851.5
AQL42418.1	GCA_001989615.1_ASM198961v1	Halorientalis sp. IM1011	Archaea	Euryarchaeota	COG0085	SECO	522	300.4	439	1	1	1
AQL42417.1	GCA_001989615.1_ASM198961v1	Halorientalis sp. IM1011	Archaea	Euryarchaeota	COG0085	MAIN	608	663.7	1043	2	AQL42418.1;AQL42417.1	295.5;817.5
DINU01000004.1_88	GCA_002426885.1_ASM242688v1	Patescibacteria group bacterium UBA5532	Bacteria	unclassified Bacteria	COG0085	SECO	84	155.5	81	1	1	1
DINU01000004.1_86	GCA_002426885.1_ASM242688v1	Patescibacteria group bacterium UBA5532	Bacteria	unclassified Bacteria	COG0085	SECO	104	80.8	70	1	1	1
DINU01000004.1_87	GCA_002426885.1_ASM242688v1	Patescibacteria group bacterium UBA5532	Bacteria	unclassified Bacteria	COG0085	SECO	60	142.5	58	1	1	1
DINU01000004.1_89	GCA_002426885.1_ASM242688v1	Patescibacteria group bacterium UBA5532	Bacteria	unclassified Bacteria	COG0085	SECO	76	120.7	73	1	1	1
DINU01000004.1_92	GCA_002426885.1_ASM242688v1	Patescibacteria group bacterium UBA5532	Bacteria	unclassified Bacteria	COG0085	SECO	75	37.2	47	1	1	1
DINU01000004.1_90	GCA_002426885.1_ASM242688v1	Patescibacteria group bacterium UBA5532	Bacteria	unclassified Bacteria	COG0085	MAIN	357	465.8	645	6	DINU01000004.1_87;DINU01000004.1_86;DINU01000004.1_90;DINU01000004.1_89;DINU01000004.1_92;DINU01000004.1_88	1026.0;1101.0;559.0;771.5;90.5;936.5
OIR12964.1	GCA_001875445.1_ASM187544v1	Marine Group III euryarchaeote CG-Bathy2	Archaea	Euryarchaeota	COG0085	PRIMARY	1144	926.5	1037	1	OIR12964.1	600.5
BCNA01000001.1_2108	GCA_001485555.1_ASM148555v1	Haloarcula sp. CBA1128	Archaea	Euryarchaeota	COG0085	MAIN	609	664.0	1042	2	BCNA01000001.1_2109;BCNA01000001.1_2108	296.0;817.5
BCNA01000001.1_2109	GCA_001485555.1_ASM148555v1	Haloarcula sp. CBA1128	Archaea	Euryarchaeota	COG0085	SECO	522	291.8	438	1	1	1
AFP78884.1	GCA_000286755.1_ASM28675v1	Mycoplasma gallisepticum WI01_2001.043-13-2P	Bacteria	Terrabacteria group	COG0085	PRIMARY	1390	1701.2	1087	1	AFP78884.1	599.5
OGD46359.1	GCA_001775995.1_ASM177599v1	Candidatus Bathyarchaeota archaeon RBG_16_48_13	Archaea	TACK group	COG0085	PRIMARY	1117	996.3	1045	1	OGD46359.1	596.5
BCLI01000001.1_299	GCA_001748385.1_ASM174838v1	Vulcanisaeta thermophila	Archaea	TACK group	COG0085	PRIMARY	1139	1066.1	1044	1	BCLI01000001.1_299	597.0
AWOE01000109.1_1	GCA_000494145.1_Aigarchaeota_archaeon_OTU_1	Thaumarchaeota archaeon JGI OTU-1	Archaea	TACK group	COG0085	PRIMARY	35	13.6	24	1	AWOE01000109.1_1	1107.0
AKA35846.1	GCA_000963865.1_ASM96386v1	Muricauda lutaonensis	Bacteria	FCB group	COG0085	PRIMARY	1269	1999.5	1051	1	AKA35846.1	590.5
AJE06410.1	GCA_000817995.1_ASM81799v1	Bifidobacterium adolescentis	Bacteria	Terrabacteria group	COG0085	PRIMARY	1186	2008.8	1077	1	AJE06410.1	594.5
AFY38726.1	GCA_000316605.1_ASM31660v1	Leptolyngbya sp. PCC 7376	Bacteria	Terrabacteria group	COG0085	PRIMARY	1104	2009.6	1060	1	AFY38726.1	611.0
EGP93080.1	GCA_000220175.2_ASM22017v1	Candidatus Nitrosoarchaeum koreensis MY1	Archaea	TACK group	COG0085	PRIMARY	1115	975.8	1047	1	EGP93080.1	595.5
DBXW01000001.1_112	GCA_002309715.1_ASM230971v1	Elusimicrobia bacterium UBA1202	Bacteria	Elusimicrobia	COG0085	PRIMARY	1278	1892.1	1064	1	DBXW01000001.1_112	600.0
CUT03930.1	GCA_001535985.1_JGI_assembly	Candidatus Kryptonium thompsoni	Bacteria	FCB group	COG0085	PRIMARY	591	1017.3	455	1	CUT03930.1	887.5
ASMI01000013.1_6	GCA_000399825.1_ASM39982v1	Crenarchaeota archaeon SCGC AAA471-L14	Archaea	TACK group	COG0085	NEXT	303	9.9	164	1	1	1
ASMI01000009.1_46	GCA_000399825.1_ASM39982v1	Crenarchaeota archaeon SCGC AAA471-L14	Archaea	TACK group	COG0085	PRIMARY	1130	984.3	1045	1	ASMI01000009.1_46	597.5
CDF30737.1	GCA_000437835.1_MGS1088	Methanoculleus sp. CAG:1088	Archaea	Euryarchaeota	COG0085	PRIMARY	1219	965.2	1038	1	CDF30737.1	600.0
KKS84653.1	GCA_000995105.1_ASM99510v1	Candidatus Gottesmanbacteria bacterium GW2011_GWA1_43_11	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1090	1696.2	1042	1	KKS84653.1	616.0
CBA19181.1	GCA_000091565.1_ASM9156v1	Erwinia amylovora CFBP1430	Bacteria	Proteobacteria	COG0085	PRIMARY	1342	2144.9	1055	1	CBA19181.1	590.5
AEH36362.1	GCA_000217715.1_ASM21771v1	Halopiger xanaduensis SH-6	Archaea	Euryarchaeota	COG0085	MAIN	609	668.4	1047	2	AEH36361.1;AEH36362.1	293.5;817.5
AEH36361.1	GCA_000217715.1_ASM21771v1	Halopiger xanaduensis SH-6	Archaea	Euryarchaeota	COG0085	SECO	524	300.5	443	1	1	1
KYK35821.1	GCA_001595795.1_ASM159579v1	Theionarchaea archaeon DG-70	Archaea	Euryarchaeota	COG0085	PRIMARY	1103	999.2	1045	1	KYK35821.1	596.5
AJT66295.1	GCA_000952035.2_ASM95203v2	Streptomyces lydicus	Bacteria	Terrabacteria group	COG0085	MAIN	1160	2090.4	1189	2	AJT65428.3;AJT66295.1	1188.5;596.5
AJT65428.3	GCA_000952035.2_ASM95203v2	Streptomyces lydicus	Bacteria	Terrabacteria group	COG0085	SECO	1057	6.5	125	1	1	1
ACZ09792.1	GCA_000024405.1_ASM2440v1	Sebaldella termitidis ATCC 33386	Bacteria	Fusobacteria	COG0085	PRIMARY	1148	1979.4	1061	1	ACZ09792.1	598.5
OGJ48503.1	GCA_001788795.1_ASM178879v1	Candidatus Peregrinibacteria bacterium RIFOXYA2_FULL_41_18	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1183	1899.2	1098	1	OGJ48503.1	627.0
BBBY01000012.1_55	GCA_001316045.1_ASM131604v1	Sulfolobus metallicus DSM 6482 = JCM 9184	Archaea	TACK group	COG0085	SECO	144	93.3	52	1	1	1
BBBY01000012.1_54	GCA_001316045.1_ASM131604v1	Sulfolobus metallicus DSM 6482 = JCM 9184	Archaea	TACK group	COG0085	SECO	200	92.2	199	1	1	1
BBBY01000012.1_53	GCA_001316045.1_ASM131604v1	Sulfolobus metallicus DSM 6482 = JCM 9184	Archaea	TACK group	COG0085	SECO	68	26.9	37	1	1	1
BBBY01000012.1_52	GCA_001316045.1_ASM131604v1	Sulfolobus metallicus DSM 6482 = JCM 9184	Archaea	TACK group	COG0085	SECO	117	56.1	87	1	1	1
BBBY01000012.1_56	GCA_001316045.1_ASM131604v1	Sulfolobus metallicus DSM 6482 = JCM 9184	Archaea	TACK group	COG0085	MAIN	488	668.3	1048	5	BBBY01000012.1_52;BBBY01000012.1_53;BBBY01000012.1_54;BBBY01000012.1_55;BBBY01000012.1_56	114.5;197.5;343.5;489.0;855.5
ALT69627.1	GCA_001477655.1_ASM147765v1	Methanobrevibacter millerae	Archaea	Euryarchaeota	COG0085	MAIN	733	671.8	1045	2	ALT69628.1;ALT69627.1	297.5;817.5
ALT69628.1	GCA_001477655.1_ASM147765v1	Methanobrevibacter millerae	Archaea	Euryarchaeota	COG0085	SECO	527	302.6	447	1	1	1
KUK01741.1	GCA_001507955.1_ASM150795v1	Methanobacteriaceae archaeon 41_258	Archaea	Euryarchaeota	COG0085	MAIN	601	719.1	1043	2	KUK01740.1;KUK01741.1	299.5;818.5
KUK01740.1	GCA_001507955.1_ASM150795v1	Methanobacteriaceae archaeon 41_258	Archaea	Euryarchaeota	COG0085	SECO	514	314.3	445	1	1	1
ADG04923.1	GCA_000092905.1_ASM9290v1	Kyrpidia tusciae DSM 2912	Bacteria	Terrabacteria group	COG0085	PRIMARY	1175	2250.4	1070	1	ADG04923.1	600.0
DJKX01000001.1_8	GCA_002436185.1_ASM243618v1	Candidatus Marinimicrobia bacterium UBA6531	Bacteria	FCB group	COG0085	PRIMARY	1259	1922.5	1052	1	DJKX01000001.1_8	590.0
AIC09129.1	GCA_000698805.1_ASM69880v1	Xylella fastidiosa subsp. sandyi Ann-1	Bacteria	Proteobacteria	COG0085	PRIMARY	1384	2066.2	1054	1	AIC09129.1	590.0
AHJL01000005.1_979	GCA_000245115.2_ASM24511v2	Sulfolobus islandicus M.16.12	Archaea	TACK group	COG0085	SECO	292	171.4	251	1	1	1
AHJL01000005.1_980	GCA_000245115.2_ASM24511v2	Sulfolobus islandicus M.16.12	Archaea	TACK group	COG0085	MAIN	708	783.3	1050	2	AHJL01000005.1_979;AHJL01000005.1_980	195.5;791.5
AJC57640.1	GCA_000816025.1_ASM81602v1	Streptomyces sp. 769	Bacteria	Terrabacteria group	COG0085	PRIMARY	1161	2086.1	1069	1	AJC57640.1	596.5
SFP61771.1	GCA_900115675.1_IMG-taxon_2663762745_annotated_assembly	Halolamina pelagica	Archaea	Euryarchaeota	COG0085	SECO	522	297.2	440	1	1	1
SFP61739.1	GCA_900115675.1_IMG-taxon_2663762745_annotated_assembly	Halolamina pelagica	Archaea	Euryarchaeota	COG0085	MAIN	610	657.1	1044	2	SFP61771.1;SFP61739.1	295.0;817.5
CBK41053.1	GCA_000196815.1_ASM19681v1	Nitrospira defluvii	Bacteria	Nitrospirae	COG0085	PRIMARY	1319	2150.9	1051	1	CBK41053.1	592.5
AXWK01000013.1_11	GCA_000484955.1_ASM48495v1	Euryarchaeota archaeum SCGC AAA287-N16	Archaea	Euryarchaeota	COG0085	PRIMARY	38	17.4	30	1	AXWK01000013.1_11	1103.0
JQJK01000008.1_627	GCA_000745485.1_ASM74548v1	Methanobacterium veterum	Archaea	Euryarchaeota	COG0085	SECO	500	313.7	445	1	1	1
JQJK01000008.1_628	GCA_000745485.1_ASM74548v1	Methanobacterium veterum	Archaea	Euryarchaeota	COG0085	MAIN	605	695.7	1042	2	JQJK01000008.1_627;JQJK01000008.1_628	299.5;818.0
ATG44822.1	GCA_002412045.1_ASM241204v1	Phaeobacter piscinae	Bacteria	Proteobacteria	COG0085	PRIMARY	1378	2166.1	1058	1	ATG44822.1	592.0
CAC45927.1	GCA_000006965.1_ASM696v1	Sinorhizobium meliloti 1021	Bacteria	Proteobacteria	COG0085	PRIMARY	1380	2184.1	1061	1	CAC45927.1	593.5
CAE30516.1	GCA_000195675.1_ASM19567v1	Bordetella bronchiseptica RB50	Bacteria	Proteobacteria	COG0085	PRIMARY	1378	2093.6	1055	1	CAE30516.1	589.5
AFY48653.1	GCA_000316645.1_ASM31664v1	Nostoc sp. PCC 7524	Bacteria	Terrabacteria group	COG0085	PRIMARY	1099	2028.8	1051	1	AFY48653.1	602.5
LKNF01000036.1_11	GCA_001564285.1_ASM156428v1	Natrialbaceae archaeon Tc-Br11_E2g28	Archaea	Euryarchaeota	COG0085	SECO	525	299.5	446	1	1	1
LKNF01000036.1_10	GCA_001564285.1_ASM156428v1	Natrialbaceae archaeon Tc-Br11_E2g28	Archaea	Euryarchaeota	COG0085	MAIN	610	653.8	1050	2	LKNF01000036.1_11;LKNF01000036.1_10	292.0;817.5
ADN50596.1	GCA_000148385.1_ASM14838v1	Vulcanisaeta distributa DSM 14429	Archaea	TACK group	COG0085	PRIMARY	1141	1070.2	1044	1	ADN50596.1	597.0
KKW05959.1	GCA_001003815.1_ASM100381v1	candidate division CPR1 bacterium GW2011_GWC1_49_13	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1145	1675.1	1098	1	KKW05959.1	616.0
ANF22997.1	GCA_001647085.1_ASM164708v1	Thermococcus piezophilus	Archaea	Euryarchaeota	COG0085	PRIMARY	1120	1085.4	1037	1	ANF22997.1	597.5
AII60702.1	GCA_000830885.1_ASM83088v1	Dehalococcoides mccartyi CG5	Bacteria	Terrabacteria group	COG0085	PRIMARY	1273	2002.0	1094	1	AII60702.1	612.0
AOV95342.1	GCA_001761425.1_ASM176142v1	Nanohaloarchaea archaeon SG9	Archaea	DPANN group	COG0085	SECO	485	264.2	442	1	1	1
AOV95343.1	GCA_001761425.1_ASM176142v1	Nanohaloarchaea archaeon SG9	Archaea	DPANN group	COG0085	MAIN	599	509.9	1040	2	AOV95342.1;AOV95343.1	300.0;841.0
DACL01000009.1_80	GCA_002494705.1_ASM249470v1	Methanomassiliicoccus sp. UBA238	Archaea	Euryarchaeota	COG0085	PRIMARY	1199	989.4	1039	1	DACL01000009.1_80	599.5
ABD39828.1	GCA_000013445.1_ASM1344v1	Methanospirillum hungatei JF-1	Archaea	Euryarchaeota	COG0085	SECO	518	293.6	437	1	1	1
ABD39829.1	GCA_000013445.1_ASM1344v1	Methanospirillum hungatei JF-1	Archaea	Euryarchaeota	COG0085	MAIN	606	669.8	1038	2	ABD39828.1;ABD39829.1	299.5;843.0
EFK55029.1	GCA_000143825.1_ASM14382v1	Corynebacterium genitalium ATCC 33030	Bacteria	Terrabacteria group	COG0085	PRIMARY	1165	2026.6	1068	1	EFK55029.1	598.0
ADY28359.1	GCA_000190595.1_ASM19059v1	Cellulophaga lytica DSM 7489	Bacteria	FCB group	COG0085	PRIMARY	1269	1986.3	1052	1	ADY28359.1	590.0
SFR96386.1	GCA_900114435.1_IMG-taxon_2667527389_annotated_assembly	Halomicrobium zhouii	Archaea	Euryarchaeota	COG0085	SECO	521	292.1	438	1	1	1
SFR96384.1	GCA_900114435.1_IMG-taxon_2667527389_annotated_assembly	Halomicrobium zhouii	Archaea	Euryarchaeota	COG0085	MAIN	608	660.5	1042	2	SFR96386.1;SFR96384.1	296.0;817.5
CAG35846.1	GCA_000025945.1_ASM2594v1	Desulfotalea psychrophila LSv54	Bacteria	Proteobacteria	COG0085	PRIMARY	1360	2025.1	1051	1	CAG35846.1	591.5
ERJ07197.1	GCA_000215915.3_HLRTI_V2	Halorhabdus tiamatea SARL4B	Archaea	Euryarchaeota	COG0085	MAIN	608	666.9	1046	2	ERJ07198.1;ERJ07197.1	294.0;817.5
ERJ07198.1	GCA_000215915.3_HLRTI_V2	Halorhabdus tiamatea SARL4B	Archaea	Euryarchaeota	COG0085	SECO	521	296.1	442	1	1	1
AGT27373.1	GCA_000445425.4_ASM44542v4	Borrelia miyamotoi LB-2001	Bacteria	Spirochaetes	COG0085	PRIMARY	1155	1930.1	1059	1	AGT27373.1	601.5
DACP01000047.1_11	GCA_002494795.1_ASM249479v1	Methanococcaceae archaeon UBA115	Archaea	Euryarchaeota	COG0085	SECO	497	346.6	443	1	1	1
DACP01000047.1_12	GCA_002494795.1_ASM249479v1	Methanococcaceae archaeon UBA115	Archaea	Euryarchaeota	COG0085	MAIN	615	690.7	1042	2	DACP01000047.1_11;DACP01000047.1_12	298.5;827.0
EHQ35864.1	GCA_000243255.1_ASM24325v1	Methanoplanus limicola DSM 2279	Archaea	Euryarchaeota	COG0085	SECO	518	296.9	436	1	1	1
EHQ35865.1	GCA_000243255.1_ASM24325v1	Methanoplanus limicola DSM 2279	Archaea	Euryarchaeota	COG0085	MAIN	609	672.5	1039	2	EHQ35864.1;EHQ35865.1	299.0;845.5
ADG13318.1	GCA_000092305.1_ASM9230v1	Methanocaldococcus infernus ME	Archaea	Euryarchaeota	COG0085	SECO	498	335.7	450	1	1	1
ADG13317.1	GCA_000092305.1_ASM9230v1	Methanocaldococcus infernus ME	Archaea	Euryarchaeota	COG0085	MAIN	629	708.1	1063	2	ADG13318.1;ADG13317.1	297.0;833.0
LPRL01000001.1_1045	GCA_001560125.1_GG12_C01_12	Sulfolobus acidocaldarius	Archaea	TACK group	COG0085	PRIMARY	1127	1035.1	1046	1	LPRL01000001.1_1045	597.0
EMA16671.1	GCA_000337755.1_ASM33775v1	Haloarcula californiae ATCC 33799	Archaea	Euryarchaeota	COG0085	MAIN	608	664.4	1042	2	EMA16672.1;EMA16671.1	296.0;817.5
EMA16672.1	GCA_000337755.1_ASM33775v1	Haloarcula californiae ATCC 33799	Archaea	Euryarchaeota	COG0085	SECO	521	291.6	438	1	1	1
ARD84135.1	GCA_002078355.1_ASM207835v1	Ferroplasma acidiphilum	Archaea	Euryarchaeota	COG0085	PRIMARY	1195	993.8	1039	1	ARD84135.1	599.5
CAJ53493.1	GCA_000009185.1_ASM918v1	Haloquadratum walsbyi DSM 16790	Archaea	Euryarchaeota	COG0085	SECO	525	295.9	447	1	1	1
CAJ53492.1	GCA_000009185.1_ASM918v1	Haloquadratum walsbyi DSM 16790	Archaea	Euryarchaeota	COG0085	MAIN	611	667.0	1051	2	CAJ53493.1;CAJ53492.1	291.5;817.0
AER66373.1	GCA_000233775.1_ASM23377v1	Thermovirga lienii DSM 17291	Bacteria	Synergistetes	COG0085	PRIMARY	1191	2036.3	1067	1	AER66373.1	596.5
EFD92309.1	GCA_002412085.1_ASM241208v1	Candidatus Parvarchaeum acidophilus ARMAN-5	Archaea	DPANN group	COG0085	SECO	492	237.4	448	1	1	1
EFD92311.1	GCA_002412085.1_ASM241208v1	Candidatus Parvarchaeum acidophilus ARMAN-5	Archaea	DPANN group	COG0085	MAIN	426	446.8	1040	2	EFD92309.1;EFD92311.1	300.0;918.0
EAX31867.2	GCA_000168875.3_ASM16887v3	Coxiella burnetii 'MSU Goat Q177'	Bacteria	Proteobacteria	COG0085	PRIMARY	1375	2142.7	1058	1	EAX31867.2	588.0
AAF39421.1	GCA_000006685.1_ASM668v1	Chlamydia muridarum str. Nigg	Bacteria	PVC group	COG0085	PRIMARY	1252	1996.8	1047	1	AAF39421.1	591.5
AJC69183.1	GCA_000816065.1_ASM81606v1	Trueperella pyogenes TP8	Bacteria	Terrabacteria group	COG0085	PRIMARY	1154	2004.8	1068	1	AJC69183.1	598.0
LPRN01000001.1_618	GCA_001560165.1_GG12_C01_14	Sulfolobus acidocaldarius	Archaea	TACK group	COG0085	PRIMARY	1127	1035.1	1046	1	LPRN01000001.1_618	597.0
KHO46961.1	GCA_000806095.1_ASM80609v1	archaeon GW2011_AR4	Archaea	unclassified Archaea	COG0085	MAIN	600	536.3	1043	2	KHO46962.1;KHO46961.1	296.5;852.5
KHO46962.1	GCA_000806095.1_ASM80609v1	archaeon GW2011_AR4	Archaea	unclassified Archaea	COG0085	SECO	496	243.2	441	1	1	1
ADR19436.1	GCA_000183405.1_ASM18340v1	Calditerrivibrio nitroreducens DSM 19672	Bacteria	Deferribacteres	COG0085	PRIMARY	1316	2085.9	1058	1	ADR19436.1	592.0
KRO29998.1	GCA_001437625.1_ASM143762v1	Nitrosopumilus sp. BACL13 MAG-121220-bin23	Archaea	TACK group	COG0085	PRIMARY	1116	964.7	1049	1	KRO29998.1	593.5
EKQ52087.1	GCA_000309865.1_MMad_1.0	Methanobacterium sp. Maddingley MBC34	Archaea	Euryarchaeota	COG0085	SECO	496	314.2	447	1	1	1
EKQ52086.1	GCA_000309865.1_MMad_1.0	Methanobacterium sp. Maddingley MBC34	Archaea	Euryarchaeota	COG0085	MAIN	603	695.6	1045	2	EKQ52087.1;EKQ52086.1	298.5;822.0
OIO63520.1	GCA_001872825.1_ASM187282v1	Candidatus Woesearchaeota archaeon CG1_02_47_18	Archaea	DPANN group	COG0085	SECO	496	234.4	444	1	1	1
OIO63521.1	GCA_001872825.1_ASM187282v1	Candidatus Woesearchaeota archaeon CG1_02_47_18	Archaea	DPANN group	COG0085	MAIN	600	532.1	1043	2	OIO63520.1;OIO63521.1	298.0;820.0
LURV01000033.1_8	GCA_001629205.1_ASM162920v1	Marine group II euryarchaeote REDSEA-S30_B12	Archaea	Euryarchaeota	COG0085	SECO	149	38.0	99	1	1	1
LURV01000033.1_7	GCA_001629205.1_ASM162920v1	Marine group II euryarchaeote REDSEA-S30_B12	Archaea	Euryarchaeota	COG0085	MAIN	1028	793.9	1040	2	LURV01000033.1_8;LURV01000033.1_7	128.5;657.0
APF17646.1	GCA_001886815.1_ASM188681v1	Caldithrix abyssi DSM 13497	Bacteria	Calditrichaeota	COG0085	MAIN	1258	2094.0	1245	2	APF19400.1;APF17646.1	1220.5;590.0
APF19400.1	GCA_001886815.1_ASM188681v1	Caldithrix abyssi DSM 13497	Bacteria	Calditrichaeota	COG0085	SECO	517	5.6	177	1	1	1
AEM71203.1	GCA_000224085.1_ASM22408v1	Muricauda ruestringensis DSM 13258	Bacteria	FCB group	COG0085	PRIMARY	1269	1987.0	1050	1	AEM71203.1	591.0
ESS04575.1	GCA_000496175.1_A07HR67_11212a_select	uncultured archaeon A07HR67	Archaea	environmental samples	COG0085	SECO	521	292.4	439	1	1	1
ESS04576.1	GCA_000496175.1_A07HR67_11212a_select	uncultured archaeon A07HR67	Archaea	environmental samples	COG0085	MAIN	609	638.7	1043	2	ESS04575.1;ESS04576.1	295.5;817.5
BCMZ01000001.1_182	GCA_001485535.1_ASM148553v1	Halobacterium sp. CBA1132	Archaea	Euryarchaeota	COG0085	MAIN	609	662.5	1040	2	BCMZ01000001.1_181;BCMZ01000001.1_182	297.0;817.0
BCMZ01000001.1_181	GCA_001485535.1_ASM148553v1	Halobacterium sp. CBA1132	Archaea	Euryarchaeota	COG0085	SECO	521	296.6	436	1	1	1
ACS79242.1	GCA_000023445.1_ASM2344v1	Desulfovibrio salexigens DSM 2638	Bacteria	Proteobacteria	COG0085	PRIMARY	1366	2045.7	1055	1	ACS79242.1	595.5
SDY36256.1	GCA_900107195.1_IMG-taxon_2617270777_annotated_assembly	Halobellus clavatus	Archaea	Euryarchaeota	COG0085	MAIN	609	664.1	1046	2	SDY36273.1;SDY36256.1	294.0;817.5
SDY36273.1	GCA_900107195.1_IMG-taxon_2617270777_annotated_assembly	Halobellus clavatus	Archaea	Euryarchaeota	COG0085	SECO	522	295.0	442	1	1	1
AJE66536.1	GCA_000828015.1_ASM82801v1	Corynebacterium glutamicum	Bacteria	Terrabacteria group	COG0085	PRIMARY	1165	2024.3	1069	1	AJE66536.1	599.5
ENN95930.1	GCA_000363885.1_MethanoVillo1.0	Methanocaldococcus villosus KIN24-T80	Archaea	Euryarchaeota	COG0085	SECO	493	334.7	441	1	1	1
ENN95929.1	GCA_000363885.1_MethanoVillo1.0	Methanocaldococcus villosus KIN24-T80	Archaea	Euryarchaeota	COG0085	MAIN	619	700.3	1045	2	ENN95930.1;ENN95929.1	299.5;829.0
EQB66942.1	GCA_000496135.1_amd_e-plasma	Thermoplasmatales archaeon E-plasma	Archaea	Euryarchaeota	COG0085	PRIMARY	1178	962.5	1000	1	EQB66942.1	579.0
ACA89499.1	GCA_000019505.1_ASM1950v1	Burkholderia cenocepacia MC0-3	Bacteria	Proteobacteria	COG0085	PRIMARY	1368	2076.1	1053	1	ACA89499.1	589.5
HG796199.1_147	GCA_000529525.1_Methanobrevibacter_oralis_JMR01	Methanobrevibacter oralis JMR01	Archaea	Euryarchaeota	COG0085	SECO	515	316.2	449	1	1	1
HG796199.1_146	GCA_000529525.1_Methanobrevibacter_oralis_JMR01	Methanobrevibacter oralis JMR01	Archaea	Euryarchaeota	COG0085	MAIN	654	692.0	1047	2	HG796199.1_147;HG796199.1_146	296.5;817.0
AEE18350.1	GCA_000212355.1_ASM21235v1	Dokdonia sp. 4H-3-7-5	Bacteria	FCB group	COG0085	PRIMARY	1273	1988.3	1055	1	AEE18350.1	589.5
LFEW01000004.1_8	GCA_001510225.1_ASM151022v1	Thaumarchaeota archaeon casp-thauma1	Archaea	TACK group	COG0085	PRIMARY	1117	965.3	1050	1	LFEW01000004.1_8	593.0
AHD17784.1	GCA_000230655.3_ASM23065v3	Thermotoga maritima MSB8	Bacteria	Thermotogae	COG0085	PRIMARY	1263	1847.8	1065	1	AHD17784.1	594.5
APE96047.1	GCA_001886955.1_ASM188695v1	Halodesulfurarchaeum formicicum	Archaea	Euryarchaeota	COG0085	SECO	520	296.6	446	1	1	1
APE96046.1	GCA_001886955.1_ASM188695v1	Halodesulfurarchaeum formicicum	Archaea	Euryarchaeota	COG0085	MAIN	608	669.7	1050	2	APE96047.1;APE96046.1	292.0;817.5
CEMR01000002.1_29	GCA_900005775.1_ASM90000577v1	Halobacterium hubeiense	Archaea	Euryarchaeota	COG0085	MAIN	609	663.5	1040	2	CEMR01000002.1_28;CEMR01000002.1_29	297.0;817.0
CEMR01000002.1_28	GCA_900005775.1_ASM90000577v1	Halobacterium hubeiense	Archaea	Euryarchaeota	COG0085	SECO	521	298.0	436	1	1	1
SCL75375.1	GCA_900095385.1_L21	Methanoculleus chikugoensis	Archaea	Euryarchaeota	COG0085	SECO	513	291.2	436	1	1	1
SCL75376.1	GCA_900095385.1_L21	Methanoculleus chikugoensis	Archaea	Euryarchaeota	COG0085	MAIN	604	664.1	1036	2	SCL75375.1;SCL75376.1	301.0;849.0
AIV34785.1	GCA_000772045.1_ASM77204v1	Streptomyces sp. CCM_MD2014	Bacteria	Terrabacteria group	COG0085	PRIMARY	1161	2097.7	1074	1	AIV34785.1	594.0
ATH94039.1	GCA_002443095.1_ASM244309v1	Bacillus glycinifermentans	Bacteria	Terrabacteria group	COG0085	PRIMARY	1193	2217.7	1087	1	ATH94039.1	605.5
OLD04093.1	GCA_001918715.1_ASM191871v1	Crenarchaeota archaeon 13_1_40CM_3_53_5	Archaea	TACK group	COG0085	PRIMARY	1115	994.0	1044	1	OLD04093.1	597.0
KKT02446.1	GCA_000999315.1_ASM99931v1	Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1180	1894.1	1119	1	KKT02446.1	628.5
LT635475.1_1587	GCA_900120165.1_PRJEB15652	Ezakiella massiliensis	Bacteria	Terrabacteria group	COG0085	PRIMARY	1230	2112.8	1117	1	LT635475.1_1587	621.5
