	domain	phylum	category	COG0085_score	PF09723.9	PF06677.11	PF04561.13	PF04565.15	PF12760.6	PF01551.21	PF07697.10	PF13240.5	PF02132.14	PF14319.5	PF02318.15	PF11181.7	PF07295.10	PF12773.6	TIGR03831	PF07282.10	TIGR04165	PF10080.8	PF08792.9	PF08772.10	TIGR02605	TIGR02386	TIGR02384	PF04563.14	TIGR02388	PF04560.19	PF09297.10	TIGR02013	qlen	PF13597.5	PF00364.21	TIGR03670	PF14803.5	PF03604.12	PF04567.16	PF00562.27	PF08271.11	PF06883.11	PF10385.8	PF13375.5	PF04566.12	PF13248.5	PF13533.5
CDG64345.1	Archaea	Euryarchaeota	BH	1009.5	0	12.1	94.5	90.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.7	0	105.6	0	363.0	1099	0	0	1029.6	0	0	42.2	447.0	0	0	16.5	0	71.8	0	0
CDI05204.1	Archaea	TACK group	BH	983.7	0	0	90.6	99.5	0	0	0	0	0	0	14.5	0	0	0	0	0	0	0	0	0	0	0	0	167.7	0	112.7	0	352.4	1115	0	0	882.3	0	0	33.2	416.2	0	0	0	0	66.0	0	0
CEA13941.1	Archaea	Euryarchaeota	BH	1012.5	0	12.1	92.7	88.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.6	0	105.3	0	362.2	1099	0	0	1019.6	0	0	43.2	448.1	0	0	13.7	0	72.5	0	0
CED81673.1	Bacteria	PVC group	BH	2007.6	0	0	78.6	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.4	0	86.7	0	1869.1	1252	0	0	282.8	0	0	10.2	526.4	0	0	70.8	0	0	0	0
CEF17119.1	Bacteria	PVC group	BH	2007.6	0	0	78.6	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.4	0	86.7	0	1869.1	1252	0	0	282.8	0	0	10.2	526.4	0	0	70.8	0	0	0	0
CEL23914.1	Archaea	Euryarchaeota	BH	1012.5	0	12.1	92.7	88.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.6	0	105.3	0	362.2	1099	0	0	1019.6	0	0	43.2	448.1	0	0	13.7	0	72.5	0	0
CEML01000002.1_22	Archaea	Euryarchaeota	BH	961.5	0	10.4	101.3	85.0	0	0	0	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	167.8	0	106.0	9.1	332.9	1128	0	0	1005.6	0	0	33.4	423.1	12.0	0	0	0	75.6	0	0
CEMN01000001.1_2632	Archaea	Euryarchaeota	BH	961.5	0	10.4	101.3	85.0	0	0	0	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	167.8	0	106.0	9.1	332.9	1128	0	0	1005.6	0	0	33.4	423.1	12.0	0	0	0	75.6	0	0
CEMO01000001.1_2676	Archaea	Euryarchaeota	BH	961.5	0	10.4	101.3	85.0	0	0	0	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	167.8	0	106.0	9.1	332.9	1128	0	0	1005.6	0	0	33.4	423.1	12.0	0	0	0	75.6	0	0
CEMP01000001.1_2742	Archaea	Euryarchaeota	BH	961.5	0	10.4	101.3	85.0	0	0	0	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	167.8	0	106.0	9.1	332.9	1128	0	0	1005.6	0	0	33.4	423.1	12.0	0	0	0	75.6	0	0
CEMQ01000001.1_28	Archaea	Euryarchaeota	BH	961.5	0	10.4	101.3	85.0	0	0	0	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	167.8	0	106.0	9.1	332.9	1128	0	0	1005.6	0	0	33.4	423.1	12.0	0	0	0	75.6	0	0
CEMR01000002.1_29	Archaea	Euryarchaeota	BH	961.5	0	10.4	101.3	85.0	0	0	0	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	167.8	0	106.0	9.1	332.9	1128	0	0	1005.6	0	0	33.4	423.1	12.0	0	0	0	75.6	0	0
CEMZ01000001.1_28	Archaea	Euryarchaeota	BH	961.5	0	10.4	101.3	85.0	0	0	0	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	167.8	0	106.0	9.1	332.9	1128	0	0	1005.6	0	0	33.4	423.1	12.0	0	0	0	75.6	0	0
CEP77687.1	Bacteria	Thermotogae	BH	1772.7	0	0	51.7	103.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.8	0	93.4	0	1431.3	1185	0	0	252.3	0	0	0	499.5	0	0	59.2	0	0	0	0
CP017922.1_2379	Archaea	TACK group	BH	954.8	0	0	76.2	97.2	0	0	0	0	0	0	12.2	0	0	0	0	0	0	14.0	0	0	0	0	0	163.8	0	110.6	0	324.3	1121	0	0	887.4	0	0	32.4	413.8	11.4	0	0	0	64.2	0	0
CP019436.1_1024	Archaea	Euryarchaeota	BH	941.6	12.9	0	63.6	84.0	0	0	0	0	0	12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	154.2	0	81.4	0	358.8	1183	0	0	1002.3	0	0	50.6	426.1	19.0	0	0	0	83.1	9.3	0
CP019470.1_878	Archaea	Euryarchaeota	BH	945.4	12.9	0	63.6	84.0	0	0	0	0	0	12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	157.3	0	81.4	0	361.4	1183	0	0	1002.5	0	0	51.8	427.0	19.0	0	0	0	83.1	9.3	0
CP022929.1_160	Bacteria	Terrabacteria group	BH	1196.5	0	0	34.3	90.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8	0	34.0	0	929.7	1144	0	0	227.2	0	0	0	372.5	0	0	34.6	0	0	0	0
CP023168.1_115	Bacteria	Terrabacteria group	BH	2215.1	0	0	125.7	105.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.5	0	95.4	0	1879.2	1194	0	0	297.0	0	0	0	550.0	0	0	92.6	0	0	0	0
CP023548.1_376	Bacteria	Proteobacteria	BH	2162.9	0	0	91.9	109.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.5	0	90.4	0	1908.0	1378	0	0	250.3	0	0	0	544.0	0	0	82.6	0	0	0	0
CQH46649.1	Archaea	Euryarchaeota	BH	961.1	0	10.4	101.3	85.0	0	0	0	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	167.8	0	106.0	9.1	332.9	1128	0	0	1005.6	0	0	33.4	423.1	12.0	0	0	0	75.6	0	0
CQR51263.1	Archaea	Euryarchaeota	BH	956.1	0	0	95.6	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.4	0	86.7	0	334.6	1130	0	0	1003.9	0	0	38.1	427.9	0	0	0	0	77.9	0	0
CQR85183.1	Bacteria	Proteobacteria	BH	2157.8	0	0	96.3	109.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.9	0	90.0	0	1905.9	1382	0	0	241.8	0	0	0	544.2	0	0	87.7	14.2	0	0	0
CRY91446.1	Bacteria	Terrabacteria group	BH	1959.6	0	0	153.4	106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.9	0	87.9	0	1662.1	1097	0	0	241.4	0	0	0	511.9	0	0	52.7	0	0	0	0
CUH91851.1	Bacteria	Terrabacteria group	BH	2153.8	0	0	99.0	105.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4	0	88.4	24.5	94.6	0	1714.7	1283	0	0	254.8	0	0	0	543.7	0	0	80.6	13.3	0	0	0
CUQ66697.1	Bacteria	Nitrospirae	BH	2162.7	0	0	125.1	106.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.8	17.0	85.3	0	1903.6	1318	0	0	267.4	0	0	0	568.6	0	0	84.5	0	0	0	10.2
CUS05308.2	Bacteria	Terrabacteria group	BH	1901.9	0	0	91.8	96.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.8	0	89.5	0	1524.8	1311	0	0	241.1	0	0	0	485.9	0	0	75.1	0	0	0	0
CUS78703.1	Bacteria	FCB group	BH	2058.8	0	0	104.8	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	96.7	0	91.6	0	1827.9	1260	0	12.9	274.5	0	0	0	548.5	0	0	97.5	0	0	0	20.9
CUS81130.1	Bacteria	FCB group	BH	2058.8	0	0	104.8	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	96.7	0	91.6	0	1827.9	1260	0	12.9	274.5	0	0	0	548.5	0	0	97.5	0	0	0	20.9
CUS82010.1	Bacteria	FCB group	NH	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6	0	56.3	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUS82875.1	Bacteria	FCB group	BH	2056.3	0	0	112.7	104.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5	0	97.7	0	91.5	0	1833.1	1260	0	0	277.1	0	0	0	549.2	0	0	99.4	0	0	0	19.8
CUS85054.1	Bacteria	FCB group	BH	2060.8	0	0	104.8	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2	0	97.5	0	91.6	0	1830.0	1260	0	13.6	274.4	0	0	0	548.7	0	0	97.5	0	0	0	20.6
CUS86680.1	Bacteria	FCB group	BH	2054.6	0	0	104.8	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	96.7	0	91.6	0	1825.4	1260	0	13.0	274.5	0	0	0	548.5	0	0	93.8	0	0	0	20.9
CUS88596.1	Bacteria	FCB group	NH	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.4	0	0	0	200.4	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUS89048.1	Bacteria	FCB group	BH	2058.9	0	0	105.9	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6	0	96.7	0	91.6	0	1827.1	1260	0	12.9	274.5	0	0	0	548.5	0	0	98.6	0	0	0	20.8
CUS89065.1	Bacteria	FCB group	NH	235.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.0	0	0	0	227.6	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUT01730.1	Bacteria	FCB group	BH	2056.7	0	0	104.8	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	96.8	0	91.6	0	1826.7	1260	0	12.9	274.7	0	0	0	548.6	0	0	93.9	0	0	0	20.8
CUT03930.1	Bacteria	FCB group	NH	1017.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.7	0	881.4	591	0	13.5	242.7	0	0	0	545.5	0	0	0	12.0	0	0	22.8
CUT07976.1	Bacteria	FCB group	BH	2058.8	0	0	104.8	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	96.7	0	91.6	0	1827.9	1260	0	12.9	274.5	0	0	0	548.5	0	0	97.5	0	0	0	20.9
CUT15139.1	Bacteria	Proteobacteria	BH	2207.7	0	0	100.7	110.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6	0	113.2	0	93.0	0	1967.1	1371	0	0	261.2	0	0	0	556.6	0	0	100.4	0	0	0	6.8
CUT17332.1	Bacteria	unclassified Bacteria	BH	2058.3	0	0	69.2	105.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9	0	124.1	17.5	93.3	0	1799.3	1390	0	0	228.6	0	0	0	522.7	0	0	87.8	0	0	0	0
CUU00530.1	Bacteria	FCB group	BH	2056.1	0	0	112.6	104.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6	0	97.7	0	91.5	0	1833.0	1260	0	0	277.1	0	0	0	549.2	0	0	99.4	0	0	0	19.8
CUU01469.1	Bacteria	FCB group	BH	2058.8	0	0	104.8	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	96.7	0	91.6	0	1827.9	1260	0	12.9	274.5	0	0	0	548.5	0	0	97.5	0	0	0	20.9
CUW44718.1	Bacteria	Proteobacteria	BH	2195.9	0	0	91.1	110.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5	0	119.8	0	93.6	0	1956.1	1377	0	0	252.1	0	0	0	555.2	0	0	91.4	0	0	0	0
CUX78566.1	Archaea	Euryarchaeota	BH	1087.4	0	15.4	133.2	102.0	0	0	0	0	10.5	12.9	0	0	0	0	14.5	11.4	14.7	0	0	15.4	0	0	0	181.3	0	109.3	0	350.7	1117	12.0	0	1069.5	0	0	40.0	437.2	10.3	0	0	0	75.6	0	0
CVK31448.1	Archaea	Euryarchaeota	BH	979.1	0	13.2	63.1	91.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.4	0	104.7	0	337.2	1102	0	0	979.1	0	0	36.5	432.9	0	0	0	0	53.1	0	0
CVRT01000001.1_1	Archaea	Euryarchaeota	NH	370.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.0	420	0	0	668.9	0	0	34.4	273.3	0	0	0	0	75.4	0	0
CVRT01000048.1_1	Archaea	Euryarchaeota	NH	209.3	0	0	92.3	88.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2	0	0	0	92.6	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CVRT01000115.1_2	Archaea	Euryarchaeota	NH	35.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.5	0	0	80	0	0	78.9	0	0	0	0	0	0	0	0	0	0	0
CVRT01000158.1_11	Archaea	Euryarchaeota	NH	78.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.5	0	0	0	11.9	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CVUA01000001.1_591	Archaea	Euryarchaeota	BH	952.4	0	0	94.9	84.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.3	0	87.8	0	338.4	1132	0	0	999.2	0	0	39.9	428.9	0	0	0	0	76.1	0	0
DACB01000014.1_15	Archaea	Euryarchaeota	BH	1029.4	0	0	98.3	88.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.9	0	96.3	0	363.1	1098	0	0	1023.0	0	0	43.4	446.2	0	0	14.8	0	73.8	0	0
DACC01000005.1_11	Archaea	unclassified Archaea	BH	881.6	0	0	91.2	90.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.4	0	94.0	0	326.9	1095	0	0	917.2	0	0	38.4	397.9	0	0	14.7	0	69.2	0	0
DACD01000002.1_85	Archaea	Euryarchaeota	BH	885.9	0	0	80.3	90.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.0	0	93.6	0	316.6	1220	0	0	889.3	0	0	35.9	381.0	0	0	0	0	73.9	0	0
DACE01000008.1_24	Archaea	Euryarchaeota	BH	884.4	0	0	78.9	90.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.1	0	93.0	0	308.5	1206	0	0	886.4	0	0	40.8	382.0	0	0	0	0	67.6	0	0
DACF01000007.1_75	Archaea	Euryarchaeota	BH	933.4	10.2	0	91.4	88.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.3	0	101.1	0	311.0	1200	0	0	934.3	0	0	48.6	402.2	0	0	0	0	66.0	0	0
DACG01000029.1_39	Archaea	Euryarchaeota	BH	1025.2	0	0	104.6	85.5	0	0	0	0	0	0	0	0	12.8	0	0	0	0	0	0	0	0	0	0	159.6	0	109.2	0	327.7	1093	0	0	1028.7	0	0	39.9	433.7	0	0	16.1	0	81.2	0	0
DACH01000005.1_101	Archaea	Euryarchaeota	BH	1035	0	0	102.8	94.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.1	0	108.7	0	339.5	1112	0	0	1022.4	0	0	33.9	428.4	0	0	0	0	82.9	0	0
DACI01000029.1_76	Archaea	Euryarchaeota	BH	1027	0	0	95.3	93.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.3	0	110.7	0	339.7	1116	0	0	1034.7	0	0	34.5	429.5	0	0	0	0	84.7	0	0
DACJ01000085.1_11	Archaea	Euryarchaeota	BH	930.4	0	12.5	84.7	95.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.8	0	103.2	0	326.6	1127	0	0	934.5	0	0	35.1	405.0	0	0	0	0	68.1	0	0
DACL01000009.1_80	Archaea	Euryarchaeota	BH	989.4	8.3	0	94.8	89.8	0	0	0	0	0	0	0	0	0	9.1	0	16.6	0	0	0	0	0	0	0	121.8	0	95.7	0	336.0	1199	0	0	979.7	0	0	50.5	426.6	0	0	0	0	69.6	10.6	0
DACN01000006.1_74	Archaea	Euryarchaeota	BH	1026.2	0	14.4	91.8	90.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.6	0	106.6	0	361.5	1118	0	0	1042.2	0	0	50.4	449.9	0	0	19.1	0	76.4	0	0
DACP01000047.1_12	Archaea	Euryarchaeota	BH	1037.3	0	0	103.5	95.4	0	0	0	0	0	11.4	0	0	0	0	0	0	0	0	9.6	0	0	0	0	184.8	0	93.7	0	341.2	1110	0	0	1027.0	0	0	45.5	436.0	0	0	15.2	0	75.0	0	0
DACQ01000008.1_195	Archaea	Euryarchaeota	BH	989.9	0	0	108.0	92.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.3	0	102.0	0	353.0	1107	0	0	1010.1	0	0	53.2	423.8	0	0	0	0	72.0	0	0
DACR01000027.1_34	Archaea	Euryarchaeota	BH	943.7	0	0	95.4	88.4	0	0	0	0	0	0	0	0	0	0	0	11.7	0	0	0	0	0	0	0	108.0	0	101.1	0	327.3	1201	0	0	945.5	0	0	57.7	410.6	0	0	0	0	72.2	0	0
DACU01000003.1_116	Archaea	Euryarchaeota	BH	973.4	0	0	102.0	85.9	0	0	0	3.7	0	0	0	0	13.1	0	0	0	0	0	0	0	0	0	0	171.2	0	97.5	7.1	319.6	1134	0	0	1027.3	11.7	0	45.3	415.5	0	0	13.8	0	78.4	0	0
DACV01000003.1_209	Archaea	Euryarchaeota	BH	1001.3	0	13.4	90.3	89.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.5	0	103.5	0	351.5	1100	0	0	1017.1	0	0	43.8	440.7	0	0	15.5	0	72.6	0	0
DADA01000083.1_71	Archaea	TACK group	NH	252.4	0	0	78.4	35.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.5	0	0	0	58.2	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DADK01000058.1_13	Archaea	TACK group	BH	962.6	0	0	86.1	95.6	0	0	0	0	10.0	0	12.8	0	0	0	0	11.6	0	0	0	0	0	0	0	161.6	0	110.6	0	350.3	1116	0	0	866.3	0	0	35.7	416.1	0	0	0	0	64.9	0	0
DADP01000024.1_95	Archaea	TACK group	BH	1015.2	0	0	104.6	91.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.9	0	98.1	0	339.0	1157	0	0	978.3	0	0	31.9	435.4	0	0	0	0	81.1	0	0
DADQ01000003.1_15	Archaea	Euryarchaeota	BH	897.4	0	0	73.5	90.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.7	0	89.9	0	316.5	1204	0	0	888.3	0	0	46.8	384.1	0	0	0	0	67.8	0	0
DADQ01000061.1_65	Archaea	Euryarchaeota	NH	9.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DADR01000036.1_8	Archaea	Euryarchaeota	NH	132.1	12.2	15.1	0	0	0	0	0	0	0	0	0	0	14.2	13.3	0	0	0	0	0	0	0	0	0	0	0	110.1	0	29.1	111	0	0	183.8	14.3	12.9	0	0	13.6	0	0	0	0	12.8	0
DADR01000072.1_56	Archaea	Euryarchaeota	BH	739.3	0	0	54.3	90.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.6	0	0	0	248.7	976	0	0	741.6	0	0	39.7	385.1	0	0	0	0	59.0	0	0
DADV01000022.1_13	Archaea	Euryarchaeota	BH	880.7	0	0	73.7	90.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.6	0	93.0	0	309.1	1206	0	0	889.0	0	0	39.7	378.0	0	0	0	0	69.4	0	0
DAEA01000008.1_37	Archaea	Euryarchaeota	BH	892	0	0	82.3	92.1	0	0	0	0	0	0	0	0	0	0	0	11.0	0	0	0	0	0	0	0	117.7	0	92.8	0	317.2	1242	0	0	882.7	0	0	48.9	372.4	0	0	0	0	69.0	0	0
DAEB01000042.1_1	Archaea	Euryarchaeota	BH	607.4	0	0	0	92.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.3	0	0	0	184.1	887	0	0	610.4	0	0	43.8	264.8	0	0	0	0	65.0	0	0
DAEE01000042.1_1	Archaea	TACK group	NH	13.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	33.2	0	0	0	0	0	0	0	0	0	0	0
DAEE01000042.1_2	Archaea	TACK group	NH	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3	276	0	0	261.7	0	0	44.3	70.5	0	18.2	0	0	58.3	0	0
DAEE01000042.1_3	Archaea	TACK group	NH	136.9	0	0	79.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.1	0	0	0	24.1	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAEE01000049.1_1	Archaea	TACK group	NH	254.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.4	214	0	0	272.0	0	0	0	222.5	0	0	0	0	0	0	0
DAJU01000006.1_169	Archaea	TACK group	BH	983.7	0	0	108.6	94.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.5	0	100.7	0	345.0	1106	0	0	897.3	0	0	29.9	424.0	0	0	0	0	50.8	0	0
DAOH01000008.1_31	Archaea	DPANN group	BH	747.1	0	0	68.8	70.4	0	0	0	0	0	0	0	0	0	0	15.7	0	0	0	0	0	0	0	0	162.6	0	89.8	0	269.8	1093	0	0	824.4	0	0	42.0	359.6	0	0	12.6	0	59.3	0	0
DAPE01000011.1_47	Archaea	DPANN group	BH	702.8	0	0	42.7	67.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.2	0	78.3	0	276.8	1092	0	0	788.3	0	0	33.3	350.6	0	0	10.9	0	64.6	0	0
DAQG01000029.1_15	Archaea	Euryarchaeota	BH	971.7	0	11.4	92.2	91.6	0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.3	0	104.2	9.3	322.6	1100	0	0	994.2	0	0	39.7	405.9	0	0	0	0	78.4	0	0
DBAA01000043.1_1	Bacteria	unclassified Bacteria	BH	1783	0	0	83.7	99.8	0	16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.4	0	89.8	0	1447.9	1106	0	7.4	280.4	0	0	0	492.1	0	0	65.5	0	0	0	17.1
DBAB01000012.1_2	Bacteria	unclassified Bacteria	NH	853.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.8	0	671.7	593	0	0	244.9	0	0	0	425.5	0	0	0	0	0	0	0
DBAB01000034.1_94	Bacteria	unclassified Bacteria	NH	640.4	0	0	84.2	84.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.4	0	0	0	536.2	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBAC01000005.1_26	Bacteria	unclassified Bacteria	BH	1793.8	0	0	81.4	99.8	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.9	0	89.9	0	1453.4	1121	0	7.0	277.7	0	0	0	489.6	0	0	66.9	0	0	0	17.4
DBAQ01000009.1_64	Bacteria	unclassified Bacteria	BH	1728.7	0	0	59.0	97.6	0	16.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.0	0	74.4	0	1390.7	1081	0	0	278.2	0	0	0	503.2	0	0	64.8	0	0	0	0
DBDS01000007.1_5	Bacteria	unclassified Bacteria	BH	1893.1	0	0	83.0	104.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.1	0	91.6	0	1542.4	1165	0	0	277.9	0	0	0	496.3	0	0	52.6	0	0	0	13.1
DBDU01000005.1_14	Bacteria	unclassified Bacteria	BH	1679.5	0	0	132.2	77.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.2	0	71.8	0	1404.8	1169	0	0	250.9	0	0	0	480.3	0	0	51.4	0	0	0	0
DBDX01000001.1_93	Bacteria	unclassified Bacteria	BH	1893.1	0	0	83.0	104.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.1	0	91.6	0	1542.4	1165	0	0	277.9	0	0	0	496.3	0	0	52.6	0	0	0	13.1
DBFQ01000029.1_10	Bacteria	unclassified Bacteria	BH	1895.6	5.7	0	94.0	106.3	0	0	0	0	0	0	0	0	0	15.7	0	0	0	0	0	0	0	0	0	63.6	0	86.4	0	1640.2	1452	0	0	253.2	7.1	0	0	519.5	9.2	0	71.4	12.3	0	3.3	12.2
DBOM01000029.1_56	Bacteria	Caldiserica	BH	1546.9	0	0	65.4	99.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.5	0	37.5	0	1284.8	1484	0	0	242.2	0	0	0	446.8	0	0	61.6	14.2	0	0	0
DBQF01000001.1_316	Bacteria	unclassified Bacteria	BH	1593.9	0	0	69.8	89.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.4	0	82.7	0	1345.3	1102	0	0	238.1	0	0	0	445.3	0	0	42.8	0	0	0	12.1
DBQJ01000003.1_52	Bacteria	unclassified Bacteria	BH	1582.4	0	0	65.6	94.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.5	0	81.6	0	1314.2	1106	0	7.2	235.9	0	0	0	447.9	0	0	26.4	0	0	0	11.7
DBQW01000029.1_6	Bacteria	unclassified Bacteria	BH	1895.7	0	0	110.7	100.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.7	0	88.9	0	1562.4	1092	0	0	283.7	0	0	0	511.5	0	0	59.4	0	0	0	0
DBRB01000019.1_73	Bacteria	unclassified Bacteria	BH	1589.3	0	0	82.6	91.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.5	0	81.8	0	1327.2	1099	0	0	232.3	0	0	0	444.3	0	0	44.4	0	0	0	0
